# Time-averaged data for fix boxVol
# TimeStep v_boxVol
25120 289246
25130 289240
25140 289211
25150 289116
25160 289186
25170 289119
25180 288984
25190 288844
25200 288763
25210 288708
25220 288501
25230 288397
25240 288358
25250 288356
25260 288284
25270 288271
25280 288284
25290 288201
25300 288147
25310 288204
25320 288274
25330 288194
25340 288203
25350 288233
25360 288271
25370 288243
25380 288109
25390 288087
25400 288138
25410 288237
25420 288272
25430 288283
25440 288347
25450 288261
25460 288242
25470 288272
25480 288435
25490 288560
25500 288525
25510 288613
25520 288650
25530 288719
25540 288772
25550 288908
25560 289037
25570 289089
25580 289106
25590 289109
25600 289089
25610 289091
25620 289041
25630 289154
25640 289138
25650 289036
25660 289020
25670 289062
25680 289025
25690 289044
25700 288953
25710 288962
25720 288956
25730 288848
25740 288816
25750 288800
25760 288752
25770 288777
25780 288823
25790 288883
25800 288884
25810 288899
25820 288995
25830 289159
25840 289330
25850 289483
25860 289538
25870 289582
25880 289511
25890 289372
25900 289430
25910 289393
25920 289335
25930 289335
25940 289230
25950 289298
25960 289216
25970 289154
25980 289099
25990 288837
26000 288566
26010 288398
26020 288308
26030 288269
26040 288131
26050 288037
26060 287998
26070 287981
26080 288106
26090 288160
26100 288214
26110 288246
26120 288232
26130 288335
26140 288589
26150 288783
26160 288871
26170 288994
26180 289081
26190 289188
26200 289263
26210 289257
26220 289216
26230 289163
26240 289251
26250 289291
26260 289264
26270 289221
26280 289220
26290 289294
26300 289399
26310 289453
26320 289435
26330 289267
26340 289198
26350 289193
26360 289232
26370 289204
26380 289135
26390 288997
26400 289022
26410 289032
26420 289076
26430 289141
26440 289214
26450 289203
26460 289269
26470 289367
26480 289439
26490 289430
26500 289417
26510 289383
26520 289359
26530 289434
26540 289443
26550 289510
26560 289656
26570 289684
26580 289650
26590 289593
26600 289535
26610 289396
26620 289255
26630 289161
26640 289126
26650 289047
26660 288956
26670 288890
26680 288794
26690 288832
26700 288813
26710 288822
26720 288796
26730 288722
26740 288685
26750 288580
26760 288570
26770 288524
26780 288552
26790 288560
26800 288684
26810 288677
26820 288659
26830 288609
26840 288600
26850 288609
26860 288604
26870 288532
26880 288626
26890 288613
26900 288676
26910 288677
26920 288676
26930 288716
26940 288603
26950 288438
26960 288275
26970 288054
26980 287970
26990 287888
27000 287775
27010 287887
27020 287985
27030 288090
27040 288059
27050 288190
27060 288303
27070 288360
27080 288432
27090 288487
27100 288518
27110 288574
27120 288632
27130 288624
27140 288536
27150 288479
27160 288483
27170 288469
27180 288417
27190 288433
27200 288552
27210 288583
27220 288500
27230 288527
27240 288451
27250 288473
27260 288500
27270 288555
27280 288711
27290 288746
27300 288748
27310 288809
27320 288865
27330 288879
27340 288993
27350 289030
27360 289142
27370 289312
27380 289402
27390 289402
27400 289241
27410 289200
27420 289223
27430 289175
27440 289145
27450 289011
27460 288891
27470 289017
27480 289048
27490 288999
27500 289052
27510 289020
27520 288986
27530 289027
27540 289025
27550 288932
27560 288827
27570 288755
27580 288661
27590 288681
27600 288857
27610 289022
27620 289032
27630 288993
27640 289064
27650 289083
27660 289021
27670 288994
27680 288972
27690 289070
27700 289069
27710 288985
27720 288863
27730 288868
27740 288814
27750 288800
27760 288856
27770 288947
27780 289028
27790 288988
27800 288908
27810 288808
27820 288730
27830 288732
27840 288933
27850 289100
27860 289177
27870 289203
27880 289185
27890 289094
27900 289134
27910 289168
27920 289099
27930 289144
27940 289104
27950 289029
27960 289012
27970 288990
27980 289032
27990 288924
28000 288893
28010 288877
28020 288793
28030 288752
28040 288630
28050 288572
28060 288479
28070 288507
28080 288557
28090 288579
28100 288624
28110 288717
28120 288761
28130 288788
28140 288895
28150 288921
28160 288975
28170 288954
28180 289034
28190 289054
28200 288959
28210 288902
28220 288850
28230 288891
28240 288701
28250 288535
28260 288420
28270 288526
28280 288575
28290 288654
28300 288618
28310 288628
28320 288583
28330 288658
28340 288737
28350 288730
28360 288913
28370 288977
28380 288868
28390 288834
28400 288879
28410 288961
28420 288940
28430 288837
28440 288742
28450 288810
28460 288888
28470 288895
28480 288918
28490 288785
28500 288663
28510 288655
28520 288691
28530 288740
28540 288604
28550 288392
28560 288272
28570 288240
28580 288255
28590 288329
28600 288412
28610 288428
28620 288502
28630 288537
28640 288597
28650 288685
28660 288709
28670 288749
28680 288746
28690 288838
28700 288963
28710 288962
28720 289000
28730 289027
28740 288968
28750 288861
28760 288910
28770 288964
28780 288943
28790 288920
28800 288867
28810 288890
28820 288886
28830 288848
28840 288888
28850 288834
28860 288859
28870 288984
28880 288966
28890 289008
28900 288919
28910 288965
28920 288966
28930 288939
28940 288908
28950 288881
28960 288850
28970 288816
28980 288772
28990 288776
29000 288824
29010 288827
29020 288809
29030 288880
29040 288887
29050 288787
29060 288709
29070 288584
29080 288439
29090 288332
29100 288301
29110 288418
29120 288425
29130 288434
29140 288460
29150 288426
29160 288387
29170 288415
29180 288423
29190 288480
29200 288596
29210 288610
29220 288561
29230 288475
29240 288469
29250 288532
29260 288594
29270 288614
29280 288657
29290 288744
29300 288907
29310 289007
29320 288914
29330 288697
29340 288482
29350 288426
29360 288395
29370 288352
29380 288447
29390 288597
29400 288555
29410 288473
29420 288451
29430 288351
29440 288322
29450 288419
29460 288336
29470 288324
29480 288320
29490 288280
29500 288308
29510 288281
29520 288393
29530 288455
29540 288454
29550 288429
29560 288435
29570 288556
29580 288628
29590 288677
29600 288699
29610 288661
29620 288568
29630 288470
29640 288314
29650 288173
29660 288022
29670 287967
29680 287915
29690 287787
29700 287726
29710 287697
29720 287849
29730 288001
29740 288096
29750 288066
29760 288115
29770 288323
29780 288395
29790 288383
29800 288239
29810 288217
29820 288229
29830 288268
29840 288260
29850 288188
29860 288139
29870 288111
29880 288025
29890 287940
29900 287847
29910 287772
29920 287739
29930 287659
29940 287633
29950 287513
29960 287454
29970 287514
29980 287570
29990 287536
30000 287460
30010 287445
30020 287524
30030 287580
30040 287584
30050 287606
30060 287685
30070 287736
30080 287783
30090 287814
30100 287794
30110 287844
30120 287893
30130 287818
30140 287833
30150 287807
30160 287851
30170 287935
30180 288026
30190 288125
30200 288333
30210 288447
30220 288431
30230 288407
30240 288412
30250 288638
30260 288766
30270 288716
30280 288671
30290 288605
30300 288566
30310 288548
30320 288497
30330 288533
30340 288433
30350 288404
30360 288450
30370 288480
30380 288526
30390 288654
30400 288650
30410 288727
30420 288750
30430 288757
30440 288808
30450 288779
30460 288735
30470 288744
30480 288661
30490 288633
30500 288647
30510 288669
30520 288654
30530 288774
30540 289056
30550 289169
30560 289200
30570 289207
30580 289261
30590 289195
30600 289104
30610 289175
30620 289164
30630 289141
30640 289165
30650 289207
30660 289135
30670 289031
30680 288870
30690 288752
30700 288717
30710 288685
30720 288605
30730 288465
30740 288409
30750 288374
30760 288492
30770 288610
30780 288713
30790 288731
30800 288858
30810 288926
30820 288937
30830 288959
30840 288886
30850 288840
30860 288769
30870 288715
30880 288497
30890 288352
30900 288312
30910 288296
30920 288285
30930 288229
30940 288215
30950 288249
30960 288341
30970 288363
30980 288392
30990 288413
31000 288340
31010 288227
31020 288092
31030 288117
31040 288034
31050 288003
31060 287884
31070 287830
31080 287799
31090 287846
31100 287928
31110 287931
31120 287892
31130 288019
31140 288128
31150 288226
31160 288274
31170 288382
31180 288316
31190 288181
31200 288104
31210 287965
31220 287763
31230 287794
31240 287901
31250 287885
31260 287802
31270 287758
31280 287683
31290 287635
31300 287694
31310 287677
31320 287624
31330 287625
31340 287557
31350 287596
31360 287680
31370 287721
31380 287906
31390 288009
31400 288123
31410 288338
31420 288417
31430 288337
31440 288378
31450 288408
31460 288435
31470 288336
31480 288257
31490 288226
31500 288153
31510 288151
31520 288122
31530 288163
31540 288254
31550 288181
31560 288074
31570 287997
31580 287994
31590 288014
31600 288110
31610 288293
31620 288363
31630 288371
31640 288494
31650 288577
31660 288469
31670 288341
31680 288338
31690 288351
31700 288408
31710 288372
31720 288297
31730 288297
31740 288405
31750 288545
31760 288599
31770 288574
31780 288566
31790 288473
31800 288331
31810 288254
31820 288247
31830 288118
31840 287953
31850 287831
31860 287714
31870 287621
31880 287638
31890 287715
31900 287842
31910 287890
31920 287944
31930 288051
31940 288154
31950 288171
31960 288214
31970 288230
31980 288151
31990 288164
32000 288238
32010 288264
32020 288311
32030 288318
32040 288338
32050 288355
32060 288281
32070 288296
32080 288288
32090 288311
32100 288368
32110 288490
32120 288512
32130 288499
32140 288516
32150 288516
32160 288527
32170 288533
32180 288549
32190 288473
32200 288414
32210 288368
32220 288430
32230 288423
32240 288353
32250 288297
32260 288255
32270 288255
32280 288306
32290 288329
32300 288360
32310 288368
32320 288387
32330 288441
32340 288506
32350 288591
32360 288650
32370 288548
32380 288564
32390 288554
32400 288566
32410 288524
32420 288502
32430 288543
32440 288522
32450 288492
32460 288497
32470 288676
32480 288807
32490 288811
32500 288631
32510 288591
32520 288516
32530 288451
32540 288492
32550 288528
32560 288503
32570 288401
32580 288266
32590 288187
32600 288093
32610 288059
32620 288038
32630 288091
32640 288206
32650 288275
32660 288276
32670 288389
32680 288532
32690 288535
32700 288635
32710 288608
32720 288540
32730 288472
32740 288451
32750 288361
32760 288369
32770 288445
32780 288600
32790 288693
32800 288728
32810 288752
32820 288813
32830 288875
32840 289030
32850 289054
32860 289108
32870 289110
32880 289069
32890 288979
32900 288884
32910 288862
32920 288703
32930 288667
32940 288696
32950 288748
32960 288828
32970 288802
32980 288861
32990 288802
33000 288912
33010 288955
33020 288927
